id,thresh_mm,n_gt,n_true_defect,n_geom_defect,true_pct,geom_pct,tp,fp,fn,precision,recall,f1,jaccard,seam_pct,off_surface_pct
012,7.0,6144,381,264,6.201171875,4.296875,264,0,117,1.0,0.6929133858267716,0.8186046511627907,0.6929133858267716,0.30924479166666663,0.0
012,8.0,6144,381,253,6.201171875,4.117838541666666,253,0,128,1.0,0.6640419947506562,0.7981072555205048,0.6640419947506562,0.30924479166666663,0.0
031,3.0,6144,440,2478,7.161458333333333,40.33203125,414,2064,26,0.16707021791767554,0.9409090909090909,0.2837559972583962,0.16533546325878595,0.37434895833333337,0.0
031,3.5,6144,440,1565,7.161458333333333,25.472005208333332,406,1159,34,0.2594249201277955,0.9227272727272727,0.4049875311720698,0.25390869293308316,0.37434895833333337,0.0
031,4.0,6144,440,881,7.161458333333333,14.339192708333334,392,489,48,0.4449489216799092,0.8909090909090909,0.5934897804693414,0.4219590958019376,0.37434895833333337,0.0
031,4.5,6144,440,545,7.161458333333333,8.870442708333332,372,173,68,0.6825688073394496,0.8454545454545455,0.7553299492385788,0.6068515497553018,0.37434895833333337,0.0
031,5.0,6144,440,401,7.161458333333333,6.526692708333333,353,48,87,0.8802992518703242,0.8022727272727272,0.8394768133174793,0.7233606557377049,0.37434895833333337,0.0
031,5.5,6144,440,352,7.161458333333333,5.729166666666666,341,11,99,0.96875,0.775,0.8611111111111113,0.7560975609756098,0.37434895833333337,0.0
031,6.0,6144,440,334,7.161458333333333,5.436197916666666,332,2,108,0.9940119760479041,0.7545454545454545,0.8578811369509044,0.751131221719457,0.37434895833333337,0.0
031,7.0,6144,440,310,7.161458333333333,5.045572916666666,310,0,130,1.0,0.7045454545454546,0.8266666666666667,0.7045454545454546,0.37434895833333337,0.0
031,8.0,6144,440,296,7.161458333333333,4.817708333333334,296,0,144,1.0,0.6727272727272727,0.8043478260869564,0.6727272727272727,0.37434895833333337,0.0
